scenario_id,mean_wind_speed,max_wind_speed,wind_velocity_x,wind_velocity_y,wind_velocity,wind_acceleration_x,wind_acceleration_y,wind_acceleration,wind_body_force_x,wind_body_force_y,wind_body_force,mean_wind_body_risk,mean_wind_gust_risk,mean_wind_risk_raw,min_thrust_margin_n,mean_abs_roll_deg,mean_abs_pitch_deg,mean_abs_vz,max_abs_vz,mean_tag_error,max_tag_error,stability_std_z,stability_std_vz,mean_imu_ang_vel,max_imu_ang_vel,mean_imu_lin_acc,max_imu_lin_acc,wind_speed_cmd,wind_dir_cmd,hover_height_cmd,gt_safe_to_land,label,success,onto_wind_condition,onto_gust,onto_temporal_pattern,onto_drone_state,onto_tag_observation
1,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0716688985117,-127.374480982322,2.31472368639318,unstable,unstable,0,0,0,0,1,1
2,2.34076960531759,3,-1.41621828160066,-1.82526790433531,2.34076960531759,0.0232113026665574,0.0184235008654042,0.0296342699524737,-0.113281382649875,-0.180071114569968,0.221988401413742,0.0144381458473832,0.227416493293306,0.229679787586225,15.0366025230399,4.56865864176558,4.74139109935225,0.0499322048499932,0.231888854501835,0.248278472694601,0.725255210506931,4.5364060814923e-16,0.0204491713235825,NaN,NaN,NaN,NaN,2.42882567996652,-126.095851442396,2.10387515459019,stable,stable,1,0.670141185601934,0.15375978829483,0.0996919352763828,0.901883506751935,0.289654012135733
3,1.83142592451152,2.46178388595581,-1.12827939354295,-1.42659236400658,1.83142592451152,-0.0433416695992515,0.0425128089333457,0.0607111130441029,-0.0685408398512793,-0.108143166935674,0.131096835718398,0.00846957770910824,0.132614769655282,0.135193735873643,15.1435848579697,1.36408185324137,1.46288791317211,0.187213774636874,0.240194461063576,0.161214440486215,0.421163840491923,0.156801226847164,0.0402687996236503,NaN,NaN,NaN,NaN,1.87319628751653,-127.297520073929,1.76293881433527,stable,stable,1,0.515418993711133,0.152960912049718,0.176109181247272,0.884181207374028,0.328349137561682
4,2.41076836193664,3,-0.704212711401043,-2.27179392151626,2.41076836193664,-0.0288271996971811,-0.0158809699838749,0.0329121960678697,-0.0300556334065402,-0.267978502737382,0.271264165229633,0.0175377121829828,0.23030120986206,0.232074749346453,15.0831165532436,2.00811362056945,1.5831613555688,0.0709492632051877,0.240907377479057,0.288402343655719,0.707100778521608,0.0018481054031259,0.00864546934918707,NaN,NaN,NaN,NaN,2.46779887999601,-105.553838771394,1.59100873700437,unstable,unstable,0,0.689286513052395,0.138611021176698,0.0871317999212542,0.936308207870606,0.271821180597458
5,1.82058164320494,2.54503536224365,-1.04257215833257,-1.47713290508639,1.82058164320494,-0.0189987254979948,0.00788985196487561,0.0205718578299532,-0.0586825609328769,-0.116132707151513,0.132765782354232,0.00857509672320652,0.122319906373021,0.124770478463674,15.2029317093428,1.13850200738538,1.46268933165101,0.194886580817929,0.243367903476249,0.233808504250342,0.675413610426959,0.159721795775945,0.0371137011169744,NaN,NaN,NaN,NaN,1.88084050141636,-125.058018224367,1.6693433700568,stable,stable,1,0.510442533880719,0.166773594052535,0.184547512536093,0.882118777641464,0.29608510922207
6,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9161886291726,-122.783489357006,1.53582863092513,unstable,unstable,0,0,0,0,1,1
7,1.90661018581714,2.66215133666992,-1.03672685893393,-1.58030344360579,1.90661018581714,0.0456577858198031,-0.0583980791243479,0.0741280584622356,-0.0598380361123131,-0.134219817652329,0.150437571876034,0.00971298282429674,0.133288175478299,0.136320357382307,15.2595933904475,1.46598222896902,1.31406895538721,0.184029766288094,0.240242437156187,0.213738745209886,0.706459305680478,0.160044960485729,0.036317036570186,NaN,NaN,NaN,NaN,1.96867067391655,-123.586570068552,1.89576897168454,stable,stable,1,0.535693454361031,0.183586902993287,0.194489430461616,0.886141857550297,0.305005002128939
8,1.98967288032115,2.91619801521301,-1.44030128541974,-1.37266980199261,1.98967288032115,1.72058021662443e-07,-2.82186515894056e-08,1.74356689335161e-07,-0.104835680401979,-0.0952172983568386,0.141628339687807,0.00913187082224365,0.000118116518089402,0.0092446901095425,15.2938742549666,0.594946668301478,0.520956113293496,0.230440467718145,0.3528,0.214856666806409,0.414578812385341,2.28725037256804e-22,4.68428876301935e-19,NaN,NaN,NaN,NaN,1.96461919299708,-125.030810267647,2.13006210108206,unstable,unstable,0,0.532428372774215,0.208468187316062,0.125080912389637,0.876011958571252,0.30450814808604
9,2.37832618976126,3,-1.04482307061155,-2.06605011485852,2.37832618976126,0.0199846277968702,-0.00702318525430802,0.021182787335376,-0.0662908576189429,-0.231987870300737,0.249748561809679,0.0161101204571524,0.177816890449124,0.180158830308728,15.4394599450413,1.10705515117606,0.947008090076201,0.0890905135744932,0.189352859432184,0.0937175644126265,0.27610465985486,0.0683403431833211,0.0553495524053359,NaN,NaN,NaN,NaN,2.98365709536118,-106.900241715489,2.22211792962393,stable,stable,1,0.670252083331415,0.143760118315202,0.136756666813952,0.939315674888629,0.358347749149944
10,2.07635583632225,3,-1.37791091059826,-1.52957785624213,2.07635583632225,-0.00137938021946037,0.0114071131440041,0.0114902097487361,-0.110218503857195,-0.128017403668237,0.173842288984791,0.0112280669668372,0.188469842948078,0.189380219311554,13.9458609678111,1.36214233535479,1.62946140679092,0.0852632727541966,4.97332706464057,0.0982871711075461,0.354538840745901,0.0134511872242141,0.288165660390354,NaN,NaN,NaN,NaN,1.92399487038037,-126.353098118705,2.24694471286505,unstable,unstable,0,0.591570933548244,0.209926475281428,0.236721703471061,0.9338629056489,0.356316812841091
11,1.92337692478328,2.827876329422,-1.14401259884684,-1.51968413080919,1.92337692478328,0.00983459192032158,-0.158346805162916,0.158651914276323,-0.0717556629495624,-0.124483679894804,0.148925552358506,0.00961152265956009,0.150004756023728,0.15345693219517,15.3644328748286,1.51322173796606,1.00166751328521,0.180876330304396,0.240171378714442,0.200597956826327,0.567505953785517,0.159966250375682,0.0369440100837234,NaN,NaN,NaN,NaN,1.90759543141243,-127.844704273722,1.65864351362012,stable,stable,1,0.543591899714576,0.232598550327704,0.224089426959694,0.889801990730828,0.310845352521633
12,1.89501929283142,1.89501929283142,-0.711770650085995,-1.75626896057508,1.89501929283142,4.28783328388705e-18,6.93981942058647e-17,6.95305319503981e-17,-0.0256000134409266,-0.155862663445596,0.157951038440812,0.0101865161910071,9.43798786216321e-17,0.0101865161910071,15.5058938187577,1.30100688686573,0.673048924130318,0.0330975845925949,0.0330975845925949,NaN,NaN,0,1.41762690046634e-17,NaN,NaN,NaN,NaN,3,-106.299635778902,2.12982031657756,stable,stable,1,0.50737578132658,1.27472641909063e-17,1.28033654253305e-17,0.967940769188734,0.4
13,1.8905349780457,2.74668502807617,-0.71374160514011,-1.75012666078061,1.8905349780457,-2.42467209199255e-06,7.5511746431139e-06,7.93090620575567e-06,-0.0257548023320782,-0.154932240003414,0.157103025475351,0.0101318260119736,4.70552265626084e-05,0.0101748071195553,15.5058938187577,1.3005852504562,0.672838840378843,0.0331160813120023,1.19161710872851,NaN,NaN,2.95408681751482e-07,0.000592605008243515,NaN,NaN,NaN,NaN,2.02726066309477,-121.319262228342,1.64923051433573,unstable,unstable,0,0.506177622236097,0.192635215256328,0.115796753176815,0.967936484344581,0.4
14,2.98300818602244,3,-0.0616896737251467,-2.93941489965272,2.94214506018652,0.000546428944222236,0.0909074486790066,0.0909090909090906,-0.000775801698481557,-0.449343993463955,0.449350543209495,0.0289729986007559,0.155091404562016,0.161879310795912,15.5020479334064,0.198122922977286,0.541541939695454,0.0637277873640115,0.073499608989316,NaN,NaN,4.43008406395732e-19,4.25288070139903e-17,NaN,NaN,NaN,NaN,2.96211416560549,-104.652706865072,2.49595618921955,unstable,unstable,0,0.823077347084309,0.0204898248116175,0.0122938948869705,0.962324453825566,0.4
15,2.04813900161978,3,-0.72887771354872,-1.91336227782818,2.04813900161978,4.08559682293905e-05,7.85992257190909e-05,8.85835674580876e-05,-0.0269793081748415,-0.185251973477453,0.187292204859726,0.0120765227085874,0.0016898822863494,0.0136476258219707,15.4790035941816,0.845409120780643,0.342267591779544,0.0143801362064728,0.2744,0.0725604477466144,0.185884036167035,2.75832602275138e-07,0.000617073150289813,NaN,NaN,NaN,NaN,1.78867162897179,-121.8764556945,1.56748236699104,unstable,unstable,0,0.548899925596336,0.21418496495625,0.128735491802487,0.983478186298076,0.367750912112616
