scenario_id,mean_wind_speed,max_wind_speed,wind_velocity_x,wind_velocity_y,wind_velocity,wind_acceleration_x,wind_acceleration_y,wind_acceleration,wind_body_force_x,wind_body_force_y,wind_body_force,mean_wind_body_risk,mean_wind_gust_risk,mean_wind_risk_raw,min_thrust_margin_n,mean_estimation_uncertainty,gps_dropout_enabled,gps_dropout_start_sec,gps_dropout_duration_sec,moving_pad_enabled,moving_pad_amp_u,moving_pad_amp_v,moving_pad_freq_hz,mean_abs_roll_deg,mean_abs_pitch_deg,mean_abs_vz,max_abs_vz,mean_tag_error,max_tag_error,stability_std_z,stability_std_vz,mean_imu_ang_vel,max_imu_ang_vel,mean_imu_lin_acc,max_imu_lin_acc,wind_speed_cmd,wind_dir_cmd,hover_height_cmd,gt_safe_to_land,label,success,onto_wind_condition,onto_gust,onto_temporal_pattern,onto_drone_state,onto_tag_observation
1,2.11363314055815,2.88063740730286,-1.29423301051728,-1.65249092711034,2.11363314055815,0.0009049792988063,0.0007249852077227,0.0011595650402995,-0.0896904997792846,-0.145029472047412,0.174810971141742,0.0112848604585918,0.143685589772933,0.144597454155742,15.3159558580222,0.320644174689873,1,14.9605102736682,7.42651472357787,1,0.0717747328300573,0.112032227880748,0.270226572149888,1.44242547192768,1.54342229886142,0.074496874162973,0.282487621108639,0.149810983546542,0.538054846103177,0.049547228364705,0.139209520494274,,,,,2.1396688985117,-127.709262372896,2.31472368639318,HoldLanding,HoldLanding,0,0.592554994979988,0.172788546941614,0.176315762365381,0.939291330433742,0.333417340645981
2,2.07893655449152,3.0,-0.627730831936619,-1.95439410358133,2.07893655449152,-0.0107294525058275,0.0028414403427063,0.0110993213439366,-0.0300813586297018,-0.229360413719179,0.232880755143151,0.0150166421889421,0.227313200377374,0.228163707395852,15.4952517489483,0.142250014523768,0,5.68896641803291,3.27734786037709,0,0.172238026354346,0.124482933551646,0.251354765379329,0.865555629934421,0.360323843696605,0.128335240992133,0.74815633740153,0.249216852277198,0.26036888556534,0.0376116003987746,0.0941120497703787,,,,,2.4078142646114,-106.948920050051,2.11957571683729,AttemptLanding,AttemptLanding,1,0.600015822676909,0.20927415081913,0.176503320888243,0.926200469353976,0.289236954543467
3,1.86372265437224,2.99569487571716,-1.18491625171765,-1.40217841186734,1.86372265437224,-0.0073392974330997,0.0008945844440249,0.0073936167157214,-0.0814441952013689,-0.111460499911983,0.145803516075337,0.0094032577607197,0.198562373637273,0.198872543546951,15.4364408972219,0.327314579967371,1,14.269910299941,9.33257989956095,0,0.0792581617937344,0.101152742573894,0.0975162914651047,0.715134636106164,0.787063982833876,0.0630800512029044,0.421636435557764,0.238718110111276,0.28050709298704,0.0001670977480841,0.0048803903840782,,,,,1.93938346389085,-129.159046213467,1.917348144641,HoldLanding,HoldLanding,0,0.536767216541986,0.256049246200491,0.155478500798502,0.956656985249733,0.293903062172766
4,2.46938249027028,3.0,-0.751504343221693,-2.32062632696605,2.46938249027028,-0.0113879968636342,0.0140593057590365,0.0180928314807887,-0.0397513994312847,-0.293027770579765,0.297786527081832,0.0192171073638253,0.217670561971838,0.219326708229375,15.3884891850465,0.211346511986334,1,13.4847437546095,8.11836830597077,0,0.0884103817990246,0.0867052213601525,0.11608876216047,0.981602979016773,1.45421640577984,0.0879970982826125,0.447603470945314,0.110117560259708,0.378050249146538,0.0248953304843805,0.0178729995579467,,,,,2.6973243686687,-107.092406890338,2.42064192526264,HoldLanding,HoldLanding,0,0.702367339051282,0.122705958793999,0.0911874391693167,0.936862869978149,0.351058862106797
5,1.9913082210343,2.78273439407349,-1.1060780189632,-1.64011651744431,1.9913082210343,-0.0002167894005431,-0.0045841260213126,0.0045892492875701,-0.0665823298994504,-0.138409244421186,0.156494715169553,0.0100984242364456,0.134568715711651,0.135399493869215,15.3917453765903,0.137596819052613,0,14.3211092796662,8.24771905308302,1,0.0469025944422426,0.0484370941932134,0.168311824809301,1.29482711435961,1.15554230687121,0.0707338293660252,0.787437317864671,0.127966879877648,0.471705825050071,0.0266783309635048,0.0171846993399728,,,,,2.00200400724988,-124.398868862931,2.12896341716216,HoldLanding,HoldLanding,0,0.558095424382991,0.178912251303204,0.125453368343874,0.945380182721602,0.34312583116549
6,1.96684386578691,2.71238088607788,-1.16590553743874,-1.56821909109391,1.96684386578691,0.0065527729994504,0.0036582967568392,0.0075047964091924,-0.0735278571470065,-0.129012942006549,0.151623698500528,0.0097894139039017,0.13581474529145,0.13700133303328,15.3916748003427,0.29738132816455,0,9.37133435977865,4.6096080770925,1,0.145467649645729,0.0422216178096939,0.274770766694373,1.51554517800559,1.79644619194612,0.0503912925924038,0.374529765866206,0.170655110105881,0.428072257472693,0.001311292030416,0.0109869722202014,,,,,1.99661919299708,-125.85580820349,2.4589527782308,AttemptLanding,AttemptLanding,1,0.551891964149831,0.169121708907155,0.106051084427783,0.948781564368463,0.324153284397386
7,1.85918971157482,2.75195336341858,-1.07799685913143,-1.49092055696231,1.85918971157482,0.0058637239500655,-0.0016120441857416,0.0060812782389358,-0.0657556435429218,-0.116655806659964,0.138359987625593,0.0089272134530501,0.154130576107541,0.154859001118897,15.3598368170677,0.23819387249797,0,10.9808497010853,4.61539012914305,0,0.0640590951971166,0.140419265044943,0.0534566424866301,0.903311349665839,1.35633412056076,0.0739324810393421,0.810230112092503,0.0894273018080049,0.445769986313087,0.0255533186903427,0.0161263133234391,,,,,1.87426200826755,-126.596930639358,2.26993517010276,HoldLanding,HoldLanding,0,0.526755723310397,0.201986722675318,0.138413178070028,0.945279402214263,0.360254532529776
8,1.94451527563229,2.88047480583191,-1.16166229194386,-1.53331358495448,1.94451527563229,0.0021547617763341,-0.0002909163227777,0.0021743115277276,-0.0758704685795695,-0.120299741760097,0.147099885319645,0.009488666913349,0.159113101331082,0.159946337111071,15.4147725110604,0.191770051661287,0,9.40664145203932,9.98260004771993,0,0.160855752105247,0.0585414687319019,0.0921788565895718,0.650474922040066,1.04302586000106,0.0492363888070487,0.275671370720821,0.163981412311016,0.309846021383806,0.0310059583574823,0.0190380121282262,,,,,1.95332820371371,-127.202212038542,1.55438012475909,HoldLanding,HoldLanding,0,0.55052667425749,0.210989518074999,0.147297050282831,0.962075728023295,0.327119372306215
9,2.5159187703627,3.0,-0.770253023565524,-2.36296398930826,2.5159187703627,0.0082197667402538,0.0030234836828047,0.0087581972371242,-0.0396565406877164,-0.2932785593616,0.297958854775348,0.019223675033897,0.206776309018522,0.209099253484556,15.3880112038241,0.19178977825012,0,8.89175441378507,6.39751551528138,1,0.166228109899332,0.115796989777443,0.0584222524746999,1.02546127588436,1.18444168628606,0.0264930461180007,0.103970369592765,0.217586275089629,0.438676543491233,0.0029730557106654,0.0051325681208614,,,,,2.74487220964884,-106.758294244659,1.68941752613879,AttemptLanding,AttemptLanding,1,0.712731522793631,0.110523946161865,0.0695021141983341,0.969389953666804,0.303294988849054
10,2.01808469727535,2.88685011863708,-1.07472852042407,-1.69156041774124,2.01808469727535,0.0012272904152272,0.0042117589939183,0.0043869300867646,-0.0644425846164276,-0.148979754995298,0.165240545298714,0.0106614717089342,0.140001513312831,0.140939025324608,15.3757000273084,0.267560791642235,1,9.01215855865682,7.80864040338076,0,0.134673872969381,0.143930177943681,0.0578653513970587,0.686936227550947,1.17893988399965,0.0521007755563586,0.251136573685687,0.226729414067175,0.378955713460433,0.0241545992244346,0.0173037655763135,,,,,2.05126066309477,-122.211439927127,1.63853989121228,HoldLanding,HoldLanding,0,0.566343724338349,0.196276490322296,0.134793550017847,0.959289157059637,0.2992313715257
