scenario_id,label,success,failure_reason,hover_height_cmd,landing_height_m,wind_speed_cmd,wind_dir_cmd,mean_wind_speed,max_wind_speed,mean_abs_roll_deg,mean_abs_pitch_deg,mean_abs_vz,max_abs_vz,mean_tag_error,max_tag_error,final_altitude,final_abs_speed,final_abs_roll_deg,final_abs_pitch_deg,final_tag_error,stability_std_z,stability_std_vz,stability_std_vz_osc,touchdown_accel_rms,contact_count,mean_imu_ang_vel,max_imu_ang_vel,mean_imu_lin_acc,max_imu_lin_acc,max_contact_force,arm_force_fl_mean,arm_force_fr_mean,arm_force_rl_mean,arm_force_rr_mean,arm_force_imbalance,final_state,landing_cmd_time,launch_pid,launch_log,exception_message
1,stable,1,,1.72583129912084,-8.96008442285228e-10,2.28621733203681,-128.378229540885,2.26827669143677,2.41994380950928,0.276970892610744,1.18824360053968,0.373094203062617,4.46458221319169,0.270642038572119,0.3169188241616,-8.96008442285228e-10,0.000457094633417766,9.20762351814954e-10,2.41414579037831e-09,0.315841485578756,3.30452092889002e-07,0.000605676557979389,1.0506309069135,1.87171429889673,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.69752,724081,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s001_20260310_212916.log,
2,stable,1,,1.50099296590205,-2.23438402598421e-06,2.22195985731923,-129.610816478481,1.66447022983006,2.43532299995422,0.252851940281295,1.16583839675531,0.376966912814179,4.47433143080049,0.245565037812229,0.292016440027779,-2.23438402598421e-06,0.00296028746390488,0.000873203011077984,9.03324016413443e-05,0.292016440027779,1.36160333652295e-06,0.00276281119129296,1.02723247052706,1.82643294083229,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4.765807,731202,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s002_20260310_213003.log,
3,stable,1,,1.77950775629072,-4.69891665958753e-07,2.04956450370281,-125.863615402382,2.76860245068868,2.93672466278076,0.310198107803526,1.2559642877206,0.396657342378079,4.34709429174146,0.299848620224926,0.344188691515905,-4.69891665958753e-07,0.000468995942765417,4.05619428468179e-09,0.000268713707636338,0.344188691515905,2.83715653031552e-07,0.000602193390874976,1.08537322623639,1.80298840966926,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.008422,738316,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s003_20260310_213048.log,
4,stable,1,,1.84725472891026,-8.9750831261146e-10,2.12739079776943,-126.69649020167,0.832702553272247,1.16667723655701,0.202946688249387,0.955944545190198,0.289055674255314,4.24852195599251,0.217234356777614,0.231296524377651,-8.9750831261146e-10,0.000716662840497685,8.15045572105071e-11,3.1669123402574e-09,0.231296524377651,2.49224021388629e-07,0.00053351963394448,1.06249340186213,1.76525731528463,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9.27683,745439,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s004_20260310_213134.log,
5,stable,1,,1.74958601961534,-5.67589509052546e-07,2.1955957799872,-126.763678660992,1.16593931402479,1.34677147865295,0.0745041326592391,0.154540083587048,0.334660268419342,4.34666372311279,0.165195471007334,0.192578990650394,-5.67589509052546e-07,0.000566696446880683,0.000324690461845369,4.03769240686352e-09,0.137312855463821,2.18451781493756e-07,0.000319576987562601,0.961391360444293,1.80538950687896,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.957755,752574,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s005_20260310_213224.log,
6,stable,1,,2.28165280314501,-4.52575985005176e-07,2.50992302730591,-127.645991408284,0.966868019104004,1.76757252216339,0.240407147897661,0.0197559380892132,0.508400280115364,6.63032609034869,0.224773214598734,0.237271265659519,-4.52575985005176e-07,0.000451681416032077,0.000258792523369365,4.09612042827425e-09,0.235786731492988,2.22421580465916e-07,0.000513704381584712,1.39872753353751,3.01699616113188,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.712806,759695,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s006_20260310_213311.log,
7,stable,1,,1.67352073513582,4.40591314963233e-07,2.41994370298849,-126.035047096485,2.35707251592116,2.5779664516449,1.06808432390714,1.54484587590453,0.121138975043004,4.26598358198478,0.14088909853942,0.274022645098558,4.40591314963233e-07,0.00267497496845727,0.000176839188122417,2.30594684727682e-05,0.102980951604043,1.39593807910605e-06,0.00233415676189127,1.01153728877647,1.76767585765365,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,31.788433,766816,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s007_20260310_213357.log,
8,stable,1,,2.33819968977996,-3.93410504085787e-07,1.99909463931768,-128.034450613927,0.516182065010071,1.03236413002014,0.0528822001407827,0.142010653268648,0.493675624047579,6.65949727639173,0.17301095020041,0.185242933232382,-3.93410504085787e-07,0.000392515241527842,7.02532019074691e-09,0.00022489094011731,0.168535908501799,3.26152420719986e-07,0.000657075903120527,1.40548147460722,3.03461500377892,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.224394,773990,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s008_20260310_213509.log,
9,stable,1,,2.41567147076191,-8.93671982344428e-10,2.42882567996652,-126.095851442396,0.680703401565552,0.940363228321075,0.834939882715705,0.339001101847047,0.495336988581588,6.44374371490601,0.20955914121056,0.215534460958712,-8.93671982344428e-10,0.000611322473540999,2.76630040284772e-09,4.69342728788181e-10,0.212577787499882,2.83416194953024e-07,0.000551259079128721,1.3702354155556,2.93739504397085,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.680035,781110,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s009_20260310_213556.log,
10,stable,1,,1.76228296721755,-8.93304349514723e-10,2.18929042249461,-127.090728545406,0.540437832474709,0.757428586483002,0.0320777694689887,0.0601984624105651,0.357313705529858,4.3073554275189,0.191122821660928,0.198073039282107,-8.93304349514723e-10,0.000543703847603026,2.76257559853179e-09,3.01820869980079e-10,0.185734032018894,2.71028114453932e-07,0.000563897772369151,0.949618617320609,1.7756848188915,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.009745,788230,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s010_20260310_213644.log,
