scenario_id,label,success,failure_reason,tag_lock_acquired,landing_cmd_time,random_bias_x,random_bias_y,hover_height_cmd,landing_height_m,wind_speed_cmd,wind_dir_cmd,mean_wind_speed,max_wind_speed,mean_abs_roll_deg,mean_abs_pitch_deg,mean_abs_vz,max_abs_vz,mean_tag_error,max_tag_error,final_altitude,final_abs_speed,final_abs_roll_deg,final_abs_pitch_deg,final_tag_error,stability_std_z,stability_std_vz,stability_std_vz_osc,touchdown_accel_rms,contact_count,final_state,launch_pid,launch_log,exception_message,pred_label,pred_score
1,unstable,0,z_unstable;vz_unstable;vz_oscillation_high;touchdown_accel_high,0,30.586765,0,0,2.26043621784018,-8.97010612340362e-10,6.8427749750152,-42.1673586005656,0,0,0.956976849832456,1.56148790000274,0.151202927326027,5.3461944536015,0.177459362971391,0.476247083105587,-8.97010612340362e-10,0.000630534725113914,2.51044762997379e-10,2.91713051476855e-09,0.0830278894296275,0.803807820402913,0.595884753396369,0.471360614614557,0.843843109415024,0,0,754753,,,unstable,1
2,unstable,0,z_unstable;vz_unstable;vz_oscillation_high;touchdown_accel_high,0,30.50659,0,0,1.58464918861723,-3.86916711118501e-07,5.87098639025017,-60.483840255205,0,0,0.984460544588122,1.80551402298118,0.148077187253877,5.5225814031801,0.21243456606969,0.471517597227091,-3.86916711118501e-07,0.000386019174262465,7.92458650800451e-09,0.000221169578097284,0.116297098585411,0.625310240904924,0.613815819417645,0.43456429639953,0.862207467411789,0,0,762648,,,unstable,1
3,unstable,0,z_unstable;vz_unstable;vz_oscillation_high;touchdown_accel_high,0,30.515071,0,0,2.33974953487464,-1.86916593348846e-06,2.97378646413246,118.157497212107,0,0,1.22108222728252,1.15868381765525,0.147476021211646,5.33638810744544,0.17008642759151,0.41674195527092,-1.86916593348846e-06,0.00230975915381162,0.000730417767400634,7.55612469393847e-05,0.0757748044011387,0.830071399436703,0.595814211089652,0.455259458167147,0.836555649235199,0,0,770691,,,unstable,1
4,unstable,0,z_unstable;vz_unstable;vz_oscillation_high;touchdown_accel_high,1,14.65472,0.163641033453514,-0.0439792939287391,1.67651862896156,-5.69400928308476e-07,1.03615888827733,136.758089670436,0.888136216572353,1.03615891933441,0.170559616062241,1.1837095446076,0.244293987885396,5.17974846021799,0.157074049625908,0.210434789379468,-5.69400928308476e-07,0.000568504246072662,4.03691068621826e-09,0.000325728328140133,0.0847844479591248,1.07794604662404,0.765904998857645,0.573847710985132,1.08375884525847,0,0,778673,,,unstable,1
5,unstable,0,z_unstable;vz_unstable;vz_oscillation_high;touchdown_accel_high,0,30.604274,0,0,1.87983891690763,7.2590107355676e-07,7.8372595187726,-36.3623678598134,0,0,0.657934214431014,1.52915548976266,0.152201564516894,5.46389782185931,0.140540520712684,0.432722527046924,7.2590107355676e-07,0.00230975915377976,0.000288024595593561,3.16059280416917e-05,0.0584963314044153,0.705875999293129,0.607972908438698,0.449660715222197,0.836998921679541,0,0,786478,,,unstable,1
