scenario_id,label,success,cum_success_rate,mean_confidence,p10_confidence,p50_confidence,p90_confidence
1,unstable,0,0,0.608776643181406,0.501989612818278,0.640177538537227,0.754779121663906
2,unstable,0,0,0.592181516002059,0.442269795545375,0.605665867217823,0.716277610327863
3,stable,1,0.333333333333333,0.661360812407207,0.625670339657475,0.639199355340103,0.776909236525378
4,stable,1,0.5,0.55653469950177,0.438153224531118,0.517068628578478,0.640302351897259
5,stable,1,0.6,0.710480448717658,0.639867901992452,0.674854074393198,0.799974015978734
6,stable,1,0.666666666666667,0.669961746052665,0.634526356246069,0.640194578111419,0.775659623163723
7,unstable,0,0.571428571428571,0.677854816427105,0.620699392746374,0.640305011537106,0.773603379675566
8,stable,1,0.625,0.674446281959081,0.637727113439412,0.640288371842381,0.775476298212901
9,stable,1,0.666666666666667,0.698547517925521,0.625766297599073,0.65746339591823,0.787341166667462
10,stable,1,0.7,0.635779194377992,0.556024878087588,0.636104788789879,0.747591699645166
11,stable,1,0.727272727272727,0.667683365522382,0.627709301431457,0.639762667859695,0.775467357466893
12,stable,1,0.75,0.682362350414226,0.638057660864146,0.642618523197769,0.776189480564036
13,stable,1,0.769230769230769,0.688465249397531,0.638107810530012,0.665578241151171,0.7736785509643
14,stable,1,0.785714285714286,0.647483774013001,0.592753979873674,0.639850102122181,0.768783558012621
15,unstable,0,0.733333333333333,0.655625818149355,0.622300870860828,0.639817406108281,0.754794829254168
16,stable,1,0.75,0.661199338149007,0.621848140094089,0.640061595904069,0.771007535798044
17,stable,1,0.764705882352941,0.660393542011453,0.638436439877923,0.639940023659145,0.770829628966105
18,stable,1,0.777777777777778,0.658214988633452,0.618244064606435,0.637849424687402,0.775773417795275
19,stable,1,0.789473684210526,0.6589337067382,0.630345025121841,0.639762667859694,0.774390621116414
20,stable,1,0.8,0.659792717026496,0.590029234532565,0.64005999633587,0.767455362141651
21,stable,1,0.80952380952381,0.607869673749784,0.535209186565248,0.574670081096438,0.75693606907104
22,stable,1,0.818181818181818,0.689530497671067,0.637048708467588,0.642111290791436,0.777797853296447
23,stable,1,0.826086956521739,0.630708769665026,0.552413499244701,0.636830638927797,0.759022302257527
24,stable,1,0.833333333333333,0.604710164411608,0.529624394194087,0.638743699384297,0.675903136744079
25,stable,1,0.84,0.664725425159351,0.605897009820266,0.640006601068085,0.77564398523087
26,stable,1,0.846153846153846,0.488278539186467,0.403807807065928,0.452895769442156,0.63485648386012
27,stable,1,0.851851851851852,0.523699322606569,0.386417571615155,0.567610246225509,0.640297432956797
28,stable,1,0.857142857142857,0.543044620725371,0.412791812142747,0.571723372291413,0.640305011537105
29,stable,1,0.862068965517241,0.618625564916515,0.520943533980805,0.639797525871574,0.756292600459868
30,unstable,0,0.833333333333333,0.565992278546654,0.420765865365309,0.576376958119262,0.711453023750054
31,stable,1,0.838709677419355,0.560097434570597,0.392761521516355,0.582562742488482,0.773941410200945
32,stable,1,0.84375,0.467063039460767,0.395653917214685,0.427936925301736,0.598374871688481
33,stable,1,0.848484848484849,0.47241674327174,0.388850874559886,0.421469821270278,0.586017351999881
34,stable,1,0.852941176470588,0.528236585751528,0.364319248232994,0.50038512691055,0.688020790819842
35,stable,1,0.857142857142857,0.603153285884632,0.493936375586673,0.635544877528044,0.672443445449132
36,stable,1,0.861111111111111,0.512999277395183,0.372200929224776,0.451208560777799,0.640300250344002
37,stable,1,0.864864864864865,0.577476797385605,0.437336055481364,0.593828251620597,0.735469094962551
38,stable,1,0.868421052631579,0.523068960126205,0.40920464464599,0.455028790220162,0.640290769451437
39,stable,1,0.871794871794872,0.541197986575469,0.396926145046914,0.452387247951367,0.745284918453359
40,stable,1,0.875,0.553190055095547,0.400685536893173,0.591320557729495,0.640305438135382
41,stable,1,0.878048780487805,0.542834517754982,0.401394100058943,0.578221640541251,0.640292939996748
42,unstable,0,0.857142857142857,0.571149945924778,0.388877085494943,0.584022699080896,0.738033177732647
43,stable,1,0.86046511627907,0.543898597800981,0.374368093536498,0.575443315378914,0.774478205957936
44,stable,1,0.863636363636364,0.55504390478515,0.392948805769643,0.581260329217546,0.72983464362154
45,stable,1,0.866666666666667,0.532539707941373,0.401012230689774,0.55891839096297,0.640252879213548
46,unstable,0,0.847826086956522,0.544430596978035,0.377247941649459,0.573007614110068,0.640304284081893
47,stable,1,0.851063829787234,0.491285473759394,0.402091934374848,0.4659045633625,0.619267661166177
48,stable,1,0.854166666666667,0.590749488840517,0.52625001386722,0.564718891548408,0.680674556363013
49,stable,1,0.857142857142857,0.61721444017709,0.487727372880609,0.638879820635171,0.775396408248401
50,stable,1,0.86,0.642555824019959,0.591925152943416,0.638221277422468,0.746469375718463
