scenario_id,label,success,cum_success_rate,mean_confidence,p10_confidence,p50_confidence,p90_confidence
1,stable,1,1,0.596529035245343,0.483727476302241,0.635919465076779,0.706349921704478
2,stable,1,1,0.609945984776475,0.511380955577856,0.640167634207542,0.737446828733988
3,stable,1,1,0.540520972838674,0.418066208481196,0.566609369349253,0.640298137903307
4,stable,1,1,0.667236597694981,0.612226042935072,0.640303712509575,0.778440019031845
5,stable,1,1,0.66529251007379,0.635825046592912,0.640087777631809,0.779718334014566
6,stable,1,1,0.681886853914947,0.630631781886059,0.640305620963214,0.774305995028281
7,stable,1,1,0.519468342300262,0.434383566761861,0.478033896080075,0.638640660739936
8,stable,1,1,0.666201688357406,0.637917676579689,0.640288585783633,0.777255950502366
9,stable,1,1,0.668532140626057,0.610564223414342,0.640022981565513,0.775384569280402
10,stable,1,1,0.705269304351878,0.639951660096562,0.687457824535833,0.805931281733829
11,stable,1,1,0.670018611316591,0.635583408507718,0.640110239411758,0.777129251748751
12,unstable,0,0.916666666666667,0.680871283605399,0.635554838504266,0.640268665318079,0.778510934464883
13,stable,1,0.923076923076923,0.651723091774814,0.619965869266137,0.639779554507622,0.768979580884678
14,stable,1,0.928571428571429,0.578426831307808,0.451443818439488,0.515878461652216,0.729122941705276
15,stable,1,0.933333333333333,0.672380113712351,0.625724323171803,0.639853073630631,0.779155337005633
16,stable,1,0.9375,0.644673869434455,0.59076289227236,0.628927955690989,0.740311568901269
17,stable,1,0.941176470588235,0.670540420369367,0.596366749563081,0.640193991240356,0.770107124769662
18,stable,1,0.944444444444444,0.673064105474054,0.635032125031059,0.64027345176897,0.776870976969731
19,stable,1,0.947368421052632,0.678285095239628,0.597731300501376,0.640279119826013,0.762112521051613
20,unstable,0,0.9,0.678061717516094,0.640051625068409,0.640301567844752,0.772968807214327
21,stable,1,0.904761904761905,0.65948216227171,0.595288822195906,0.640049574212841,0.769860645446036
22,stable,1,0.909090909090909,0.697530289286481,0.639830138902552,0.682019214626193,0.775191998969217
23,stable,1,0.91304347826087,0.676028694305428,0.635880507481542,0.639404622512039,0.785484596890919
24,stable,1,0.916666666666667,0.676036729164178,0.637540113025952,0.640279143546286,0.77790295190611
25,stable,1,0.92,0.675593594413124,0.630855118103029,0.640301804055936,0.774357857259414
26,stable,1,0.923076923076923,0.699510853301328,0.601692676997107,0.672737015137423,0.788602667368296
27,stable,1,0.925925925925926,0.668594240629653,0.615780527983981,0.640225041530857,0.768293487893033
28,stable,1,0.928571428571429,0.663880465813347,0.631051195522385,0.640006601068085,0.769777750834811
29,unstable,0,0.896551724137931,0.668982542426895,0.601190467227313,0.640071543728544,0.777018979734844
30,stable,1,0.9,0.657192604700769,0.606889623486139,0.639753107269509,0.771067696259118
31,stable,1,0.903225806451613,0.665284833532207,0.598291749414759,0.640193805739538,0.771592481932832
32,stable,1,0.90625,0.665813733450858,0.636801026742394,0.639944300988821,0.776179272755706
33,unstable,0,0.878787878787879,0.672965617361354,0.638043343404607,0.640170817926934,0.777811667090989
34,stable,1,0.882352941176471,0.668937582026634,0.627003705907386,0.639835619031109,0.777832528719796
35,stable,1,0.885714285714286,0.673847968990056,0.626312892579038,0.640235211387034,0.774992454577062
36,stable,1,0.888888888888889,0.701613295359556,0.638456007084409,0.665687070540692,0.785157585237048
37,stable,1,0.891891891891892,0.671887366662738,0.632374479160441,0.640245374082624,0.774158273351429
38,stable,1,0.894736842105263,0.69051614878636,0.638181359049498,0.644354896686434,0.772301171301117
39,stable,1,0.897435897435897,0.687847483871006,0.636033983298013,0.640303799111751,0.776271900490234
40,stable,1,0.9,0.680908115554692,0.638555673506944,0.653943571078637,0.768145002182783
41,stable,1,0.902439024390244,0.641017588285937,0.564209149259986,0.64004218831238,0.712524568748007
42,stable,1,0.904761904761905,0.669260531704294,0.589511300068234,0.640305011537106,0.751787919689187
43,unstable,0,0.883720930232558,0.679604086033719,0.625550028733795,0.640294024500298,0.787468816416058
44,stable,1,0.886363636363636,0.696482545290355,0.637804729667986,0.664867787658648,0.779776617005241
45,stable,1,0.888888888888889,0.676353152713177,0.568641182686767,0.671012759294119,0.800394700934571
46,stable,1,0.891304347826087,0.586645577552275,0.485016022341823,0.584096482335319,0.708581980240957
47,stable,1,0.893617021276596,0.569704240204138,0.479624371888392,0.538516484667479,0.640304857581759
48,stable,1,0.895833333333333,0.642280493341026,0.585986112142137,0.639051975846431,0.735996638206555
49,unstable,0,0.877551020408163,0.647512329872852,0.582925938693898,0.640158142584906,0.765432462426588
50,unstable,0,0.86,0.466096362925644,0.387025393710267,0.425456011210466,0.633882373303419
51,stable,1,0.862745098039216,0.561028554833223,0.424054869882215,0.590161690698478,0.640304475891031
52,stable,1,0.865384615384615,0.592274722829094,0.485606113817636,0.636450327106155,0.674699948045868
53,stable,1,0.867924528301887,0.540112770482242,0.346348669672647,0.572359301121434,0.704329788944837
54,stable,1,0.87037037037037,0.540799361886077,0.420682203566719,0.574265229901088,0.640304407252487
55,stable,1,0.872727272727273,0.470477267521071,0.384643357317756,0.429824601545752,0.617826226726575
56,stable,1,0.875,0.528745563268772,0.394909667275575,0.513708970627876,0.721026352391346
57,stable,1,0.87719298245614,0.599539060917069,0.515370387867126,0.591226504801349,0.700231865011409
58,stable,1,0.879310344827586,0.529917908882567,0.41640575288867,0.507616461809815,0.651783804183906
59,stable,1,0.88135593220339,0.564544848316801,0.432807417234624,0.580907790129615,0.729099268805372
60,stable,1,0.883333333333333,0.535084259764297,0.387785801427259,0.57585051057016,0.640297223076446
61,stable,1,0.885245901639344,0.518733274387711,0.381887105870143,0.445711208084602,0.640304710680169
62,stable,1,0.887096774193548,0.567648353137185,0.443388792213853,0.606356270275154,0.662512895370629
63,stable,1,0.888888888888889,0.486133195897449,0.398668431748547,0.441151269671031,0.609713078896942
64,stable,1,0.890625,0.567341365550547,0.414972441546812,0.576265437145561,0.774705270951378
65,stable,1,0.892307692307692,0.545152914941426,0.374237632629039,0.584593902976351,0.777306317605587
66,stable,1,0.893939393939394,0.534070734878754,0.386117393820144,0.576886637952982,0.640301804055936
67,stable,1,0.895522388059702,0.526786054264764,0.381345713090728,0.54354244872259,0.713264249854752
68,stable,1,0.897058823529412,0.609255846985069,0.463942809631477,0.618615965604411,0.775864459797402
69,stable,1,0.898550724637681,0.594270273522656,0.505268075530502,0.636222199042905,0.696382407036723
70,stable,1,0.9,0.60518025342758,0.494794360770341,0.635652282843133,0.750560015844933
