scenario_id,label,success,cum_success_rate,mean_confidence,p10_confidence,p50_confidence,p90_confidence
1,stable,1,1,0.142857142857143,0,0,1
2,stable,1,1,0.173913043478261,0,0,1
3,stable,1,1,0.0588235294117647,0,0,0
4,stable,1,1,0.229166666666667,0,0,1
5,unstable,0,0.8,0.0512820512820513,0,0,0
6,stable,1,0.833333333333333,0.0540540540540541,0,0,0
7,stable,1,0.857142857142857,0.0571428571428571,0,0,0
8,stable,1,0.875,0.0555555555555556,0,0,0
9,stable,1,0.888888888888889,0.0540540540540541,0,0,0
10,stable,1,0.9,0.0526315789473684,0,0,0
11,stable,1,0.909090909090909,0.05,0,0,0
12,stable,1,0.916666666666667,0.0526315789473684,0,0,0
13,stable,1,0.923076923076923,0.0571428571428571,0,0,0
14,stable,1,0.928571428571429,0.0487804878048781,0,0,0
15,stable,1,0.933333333333333,0.0487804878048781,0,0,0
16,stable,1,0.9375,0.0540540540540541,0,0,0
17,stable,1,0.941176470588235,0.0555555555555556,0,0,0
18,stable,1,0.944444444444444,0.0571428571428571,0,0,0
19,stable,1,0.947368421052632,0.0526315789473684,0,0,0
20,stable,1,0.95,0.0526315789473684,0,0,0
21,stable,1,0.952380952380952,0.0540540540540541,0,0,0
22,unstable,0,0.909090909090909,0.0571428571428571,0,0,0
23,unstable,0,0.869565217391304,0.0571428571428571,0,0,0
24,stable,1,0.875,0.0555555555555556,0,0,0
25,stable,1,0.88,0.0588235294117647,0,0,0
26,stable,1,0.884615384615385,0.0571428571428571,0,0,0
27,stable,1,0.888888888888889,0.0606060606060606,0,0,0
28,stable,1,0.892857142857143,0.155555555555556,0,0,1
29,stable,1,0.896551724137931,0.05,0,0,0
30,stable,1,0.9,0.0526315789473684,0,0,0
31,unstable,0,0.870967741935484,0.224489795918367,0,0,1
32,stable,1,0.875,0.0571428571428571,0,0,0
33,stable,1,0.878787878787879,0.0588235294117647,0,0,0
34,stable,1,0.882352941176471,0.0571428571428571,0,0,0
35,stable,1,0.885714285714286,0.0526315789473684,0,0,0
36,unstable,0,0.861111111111111,0.0526315789473684,0,0,0
37,stable,1,0.864864864864865,0.0588235294117647,0,0,0
38,stable,1,0.868421052631579,0.0606060606060606,0,0,0
39,stable,1,0.871794871794872,0.0571428571428571,0,0,0
40,stable,1,0.875,0.0540540540540541,0,0,0
41,stable,1,0.878048780487805,0.0588235294117647,0,0,0
42,stable,1,0.880952380952381,0.0487804878048781,0,0,0
43,stable,1,0.883720930232558,0.0526315789473684,0,0,0
44,unstable,0,0.863636363636364,0.0571428571428571,0,0,0
45,stable,1,0.866666666666667,0.0540540540540541,0,0,0
46,stable,1,0.869565217391304,0.0540540540540541,0,0,0
47,stable,1,0.872340425531915,0.0588235294117647,0,0,0
48,stable,1,0.875,0.05,0,0,0
49,stable,1,0.877551020408163,0.05,0,0,0
50,stable,1,0.88,0.0526315789473684,0,0,0
51,stable,1,0.882352941176471,0.0606060606060606,0,0,0
52,stable,1,0.884615384615385,0.0588235294117647,0,0,0
53,stable,1,0.886792452830189,0.0588235294117647,0,0,0
54,stable,1,0.888888888888889,0.0555555555555556,0,0,0
55,stable,1,0.890909090909091,0.0571428571428571,0,0,0
56,stable,1,0.892857142857143,0.0606060606060606,0,0,0
57,stable,1,0.894736842105263,0.0571428571428571,0,0,0
58,stable,1,0.896551724137931,0.0526315789473684,0,0,0
59,stable,1,0.898305084745763,0.0588235294117647,0,0,0
60,stable,1,0.9,0.0606060606060606,0,0,0
61,stable,1,0.901639344262295,0.0571428571428571,0,0,0
62,stable,1,0.903225806451613,0.0588235294117647,0,0,0
63,stable,1,0.904761904761905,0.0571428571428571,0,0,0
64,unstable,0,0.890625,0.0571428571428571,0,0,0
65,stable,1,0.892307692307692,0.0526315789473684,0,0,0
66,stable,1,0.893939393939394,0.0555555555555556,0,0,0
67,stable,1,0.895522388059702,0.296296296296296,0,0,1
68,stable,1,0.897058823529412,0.0606060606060606,0,0,0
69,stable,1,0.898550724637681,0.0571428571428571,0,0,0
70,stable,1,0.9,0.0606060606060606,0,0,0
71,stable,1,0.901408450704225,0.177777777777778,0,0,1
72,stable,1,0.902777777777778,0.0555555555555556,0,0,0
73,stable,1,0.904109589041096,0.0571428571428571,0,0,0
74,stable,1,0.905405405405405,0.0588235294117647,0,0,0
75,stable,1,0.906666666666667,0.0606060606060606,0,0,0
76,stable,1,0.907894736842105,0.0588235294117647,0,0,0
77,stable,1,0.909090909090909,0.0571428571428571,0,0,0
78,stable,1,0.91025641025641,0.269230769230769,0,0,1
79,stable,1,0.911392405063291,0.0588235294117647,0,0,0
80,stable,1,0.9125,0.0540540540540541,0,0,0
81,stable,1,0.91358024691358,0.0526315789473684,0,0,0
82,stable,1,0.914634146341463,0.0588235294117647,0,0,0
83,stable,1,0.91566265060241,0.0606060606060606,0,0,0
84,stable,1,0.916666666666667,0.177777777777778,0,0,1
85,stable,1,0.917647058823529,0.170212765957447,0,0,1
86,stable,1,0.918604651162791,0.0606060606060606,0,0,0
87,stable,1,0.919540229885057,0.0526315789473684,0,0,0
88,stable,1,0.920454545454545,0.0571428571428571,0,0,0
89,stable,1,0.921348314606742,0.0555555555555556,0,0,0
90,stable,1,0.922222222222222,0.173913043478261,0,0,1
91,stable,1,0.923076923076923,0.0588235294117647,0,0,0
92,stable,1,0.923913043478261,0.0555555555555556,0,0,0
93,stable,1,0.924731182795699,0.0588235294117647,0,0,0
94,stable,1,0.925531914893617,0.0487804878048781,0,0,0
95,stable,1,0.926315789473684,0.0571428571428571,0,0,0
96,stable,1,0.927083333333333,0.0588235294117647,0,0,0
97,stable,1,0.927835051546392,0.05,0,0,0
98,stable,1,0.928571428571429,0.0588235294117647,0,0,0
