scenario_id,label,success,failure_reason,hover_height_cmd,landing_height_m,wind_speed_cmd,wind_dir_cmd,mean_wind_speed,max_wind_speed,mean_abs_roll_deg,mean_abs_pitch_deg,mean_abs_vz,max_abs_vz,mean_tag_error,max_tag_error,final_altitude,final_abs_speed,final_abs_roll_deg,final_abs_pitch_deg,final_tag_error,stability_std_z,stability_std_vz,stability_std_vz_osc,touchdown_accel_rms,contact_count,mean_imu_ang_vel,max_imu_ang_vel,mean_imu_lin_acc,max_imu_lin_acc,max_contact_force,arm_force_fl_mean,arm_force_fr_mean,arm_force_rl_mean,arm_force_rr_mean,arm_force_imbalance,final_state,landing_cmd_time,launch_pid,launch_log,exception_message
1,unstable,0,touchdown_vz_peak_high,2.31472368639318,4.40591297396132e-07,2.28621733203681,-128.378229540885,1.75269346237183,2.19559574127197,0.274576186640675,1.75688923379829,0.551220705149358,6.74836134667092,0.253376156921967,0.289683948643742,4.40591297396132e-07,0.00267497499125414,0.000176839180641018,2.30594699142034e-05,0.289683948643742,1.3377666817918e-06,0.00269773918711067,1.42724353485853,3.07164666848389,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.727084,9119,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s001_20260310_200306.log,
2,stable,1,,2.00052554951153,-8.96833517111829e-10,2.22195985731923,-129.610816478481,1.97418487988985,2.44546270370483,1.06585852800947,2.41018046780086,0.235894814006436,6.57123315345973,0.2532649071882,0.62623880513763,-8.96833517111829e-10,0.00059988574408185,3.6939233590742e-10,2.82824704686765e-09,0.0680370178908073,2.99843288699247e-07,0.000570773723453417,1.3726040798951,2.99510917102176,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,20.599373,16270,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s002_20260310_200354.log,
3,stable,1,,1.95308512900112,-5.06623204893855e-07,2.04956450370281,-125.863615402382,1.73896590868632,2.70738506317139,0.344606118228149,1.47278073146376,0.517299863889749,6.63096339544277,0.250791567463527,0.283417829842378,-5.06623204893855e-07,0.000505727131966115,4.0393191407907e-09,0.000289759340303714,0.283417829842378,2.72315868786206e-07,0.000563545103282894,1.37582598584207,3.02612217072154,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.139778,23427,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s003_20260310_200455.log,
4,stable,1,,2.02651962562808,-5.23851426626623e-07,2.12739079776943,-126.69649020167,0.835081601142883,1.18788480758667,0.282168139679065,1.35995584761988,0.403095075459187,4.81695836260704,0.218760690063268,0.238650005416895,-5.23851426626623e-07,0.000522955554481006,4.03857645899379e-09,0.000299630385988421,0.232436447373087,2.74960028847235e-07,0.000570463096050014,1.20456897453877,2.04766419492161,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.025142,30548,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s004_20260310_200541.log,
5,stable,1,,2.44944961862461,-8.9326462038195e-10,2.1955957799872,-126.763678660992,0.884509474039078,1.34677147865295,0.0521822752375733,0.122883935876758,0.523278044743413,6.6692501281968,0.181635315146401,0.191412762023241,-8.9326462038195e-10,0.000549212140722089,2.76837396116763e-09,2.78017606936609e-10,0.171857868269561,2.74247154100606e-07,0.000574181819503208,1.40681905591689,3.03866618041544,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.757976,37726,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s005_20260310_200628.log,
6,unstable,0,touchdown_vz_peak_high,2.18653196076212,-2.23438345794756e-06,2.50992302730591,-127.645991408284,1.31746584177017,1.64866280555725,1.74985233724374,0.0397738263448206,0.541350930369406,6.96355997530838,0.225167923632164,0.236883061016965,-2.23438345794756e-06,0.00267497491539864,0.000873202789004324,9.03323786697289e-05,0.236883061016965,1.36898500479445e-06,0.00249136556206877,1.42897191875748,3.26927756951595,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.759447,44847,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s006_20260310_200715.log,
7,unstable,0,touchdown_vz_peak_high,2.36196122858204,4.40591499766626e-07,2.41994370298849,-126.035047096485,2.30765885966165,2.54741406440735,1.06468023293212,1.29888949858343,0.175008127441395,6.85136240396497,0.165731640254737,0.438071387769133,4.40591499766626e-07,0.00267497489520249,0.000176839262184112,2.30594780005518e-05,0.438071387769133,1.30773044466968e-06,0.00244003557136995,1.44298748510143,3.08557341002878,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32.370051,51984,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s007_20260310_200801.log,
8,stable,1,,2.24878232505877,-8.9721532914771e-10,1.99909463931768,-128.034450613927,0.777223140001297,1.04619145393372,0.0401809538334683,0.110650203916415,0.526404067669263,6.61047117958247,0.19014486983242,0.207877140355211,-8.9721532914771e-10,0.000665963361185277,1.14245029311955e-10,3.01987513172606e-09,0.171335725221305,3.19167693667906e-07,0.000537579348538278,1.39252342955137,3.02462222919027,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.239608,59155,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s008_20260310_200914.log,
9,stable,1,,1.75548758791922,-8.93274132518749e-10,2.42882567996652,-126.095851442396,0.483437130848567,0.898109138011932,0.118603181028822,0.0351358178322367,0.340977455410137,4.37590451411045,0.199190987751087,0.203431281882425,-8.93274132518749e-10,0.00054789230691603,2.76698846681908e-09,2.83718333057174e-10,0.197644339851089,2.87713359926268e-07,0.00057196279372216,0.967298574416037,1.81457899545503,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.722898,66273,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s009_20260310_201000.log,
10,stable,1,,2.03452693064147,-8.93296572029402e-10,2.18929042249461,-127.090728545406,0.559397101402283,0.757428586483002,0.0279183546940389,0.0610952478652059,0.520042760165065,6.69855405311961,0.197945265524442,0.208809117636667,-8.93296572029402e-10,0.000568904696485072,2.76371254400593e-09,2.9715975803043e-10,0.191759185563858,2.16806561194113e-07,0.000501414147387651,1.41303483133439,3.05020954309823,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4.984461,73393,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s010_20260310_201047.log,
11,stable,1,,1.53151808455234,-8.93302308885087e-10,2.10202784601437,-126.367413248331,0.475543975830078,0.682361006736755,0.0498223103546678,0.0801777528104038,0.333060732013367,4.37597028396736,0.175530244313014,0.184138483086183,-8.93302308885087e-10,0.00056969977352043,2.76287724584448e-09,3.00594385308823e-10,0.166230971767792,2.84054499360337e-07,0.000546924031041523,0.966346765553675,1.80971624202736,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.268083,80511,/home/j/INCSL/IICC26_ws/src/sjtu_drone-ros2/matlab/logs/autosim_launch_s011_20260310_201132.log,
