scenario_id,mean_wind_speed,max_wind_speed,wind_velocity_x,wind_velocity_y,wind_velocity,wind_acceleration_x,wind_acceleration_y,wind_acceleration,mean_abs_roll_deg,mean_abs_pitch_deg,mean_abs_vz,max_abs_vz,mean_tag_error,max_tag_error,stability_std_z,stability_std_vz,mean_imu_ang_vel,max_imu_ang_vel,mean_imu_lin_acc,max_imu_lin_acc,wind_speed_cmd,wind_dir_cmd,hover_height_cmd,gt_safe_to_land,label,success,onto_wind_condition,onto_gust,onto_temporal_pattern,onto_drone_state,onto_tag_observation,onto_landing_context
1,2.01885241229518,2.73501563072205,-1.24530936998159,-1.57085007575382,2.01885241229518,-0.0546388906513073,0.0175783355583051,0.0573969184939914,0.849575515400192,1.10004572696627,0.175417014086594,0.240294244447866,0.131676378426582,0.378673360917332,0.156689215834097,0.0420225103758742,NaN,NaN,NaN,NaN,2.0716688985117,-127.374480982322,2.31472368639318,stable,stable,1,0.627183509243032,0.17165949253661,0.187916259867741,0.896973040338109,0.341477165143742,0.567928806577478
2,2.30165879885356,3,-1.38998504871946,-1.79563733681028,2.30165879885356,0.01081084891908,0.00559533934217115,0.0121730142818129,1.7764818726041,1.94404935746355,0.0151366394877567,0.0790285355873302,0.125695336776774,0.463998813548891,0.000353684893044565,0.00905353451028123,NaN,NaN,NaN,NaN,2.42882567996652,-126.095851442396,2.4590925926719,stable,stable,1,0.713798264644511,0.159358489542949,0.0990644813789419,0.963198934877019,0.344135405876989,0.79446290151888
3,1.78054886002119,2.7375385761261,-1.0907900436319,-1.37517741135819,1.78054886002119,-0.0674886177109139,0.0199148560745005,0.070365581167201,0.943797234656117,0.991061032753379,0.177575516850018,0.240267387545964,0.126955841226627,0.452518870371243,0.156720932740955,0.0417708712801177,NaN,NaN,NaN,NaN,1.87319628751653,-127.297520073929,1.81887905467716,stable,stable,1,0.553612010167137,0.228223042670925,0.221776981225648,0.896009783759631,0.343575181677055,0.57530223194283
4,2.39714168871825,3,-0.677983642713001,-2.26565199081026,2.39714168871825,-0.0207859776903328,-0.00658564828768434,0.0218043030595361,1.8619448755496,1.60588561727163,0.06276859189039,0.240310412725865,0.129919442715515,0.506331037560778,0.00192280265346715,0.00847403436054008,NaN,NaN,NaN,NaN,2.46779887999601,-105.553838771394,2.01563878036746,unstable,unstable,0,0.743622690574045,0.13964057559931,0.0877203913568787,0.941368464468352,0.342258025459771,0.562916589483368
5,1.80533635534652,2.82179141044617,-1.04757399104584,-1.44118338113951,1.80533635534652,-0.0535112743635632,0.0130856342585355,0.0550880232714943,0.906049246357451,1.01407349369562,0.178460132471797,0.240242727332646,0.177049183509623,0.438636054001202,0.159315467293279,0.0363382817254245,NaN,NaN,NaN,NaN,1.88084050141636,-125.058018224367,2.32024722907058,stable,stable,1,0.56093965736709,0.238801858330527,0.227301909978312,0.895683255092256,0.321311473995723,0.574715016307825
6,1.88643351594607,2.6650812625885,-1.04495326273251,-1.54912853673037,1.88643351594607,0.00774044737294941,0.0045471784744822,0.00897726893950458,1.38861123810702,1.56020949373286,0.0320460499072983,0.0543927945668514,0.100593073725916,0.4478675261015,0.0125415360471819,0.00514529793578961,NaN,NaN,NaN,NaN,1.9161886291726,-122.783489357006,1.75878658304431,stable,stable,1,0.58500385955187,0.176841575633456,0.11354997883224,0.96080766929618,0.355291967232926,0.807654958919738
7,1.91216115318999,2.70464396476746,-1.07061204372193,-1.56120437322266,1.91216115318999,-0.0549051970689648,0.00916302694975012,0.0556645464192758,1.13305554507226,1.23687049750851,0.176879624620854,0.240275594438497,0.160869516601037,0.47831191733462,0.156691882916564,0.0405622176083518,NaN,NaN,NaN,NaN,1.96867067391655,-123.586570068552,1.70360811345018,stable,stable,1,0.594068796905347,0.188513799448464,0.197499013833013,0.892939340212153,0.328502437066206,0.570821533990811
8,1.90997843109832,2.68167400360107,-1.1122915178541,-1.52957829128914,1.90997843109832,-0.0453537907071645,0.0211300647206776,0.050034447799584,0.857239180061877,0.928383590735139,0.17686621018261,0.240258009897183,0.1507900530776,0.473023106156277,0.159423802619796,0.0379606310764694,NaN,NaN,NaN,NaN,1.96461919299708,-125.030810267647,1.722459199113,stable,stable,1,0.593260784089135,0.182804485909711,0.194341580778392,0.897537001709576,0.332982198632178,0.571680648409248
9,2.61107582887014,3,-0.805889643225654,-2.44854432222948,2.61107582887014,0.00380122171081408,0.00267939184318988,0.00465063728365445,1.83473985843646,1.7168292537505,0.0161167635849659,0.0500762967740934,0.120713315337719,0.441444083172679,7.3143059816363e-05,0.00954651889800417,NaN,NaN,NaN,NaN,2.98365709536118,-106.900241715489,2.40272914176294,stable,stable,1,0.809542021819695,0.0883605553395557,0.0565203026477745,0.964036432326048,0.34634963762768,0.784664114258164
10,1.90672428429532,2.59101271629333,-1.14499220198046,-1.51034796809665,1.90672428429532,-0.0457649509358772,0.00267273804697613,0.0458429303473393,0.779793142720147,0.832549733469674,0.17633852994992,0.240285531214981,0.134745148761068,0.401139511345295,0.159495948850431,0.0375049288228344,NaN,NaN,NaN,NaN,1.92399487038037,-126.353098118705,2.4266755526722,stable,stable,1,0.592154196506321,0.162369434429898,0.181946904971484,0.89916232671212,0.340113267217303,0.572103558486141
